"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Haushaltsgrösse - Total","1 Person","2 Personen","3 Personen","4 Personen","5 Personen","6 oder mehr Personen"
"2023","......3701 Andeer",911,173,284,150,192,70,42
"2023","......3711 Rongellen",61,2,16,12,16,15,0
"2023","......3712 Zillis-Reischen",409,76,136,57,76,45,19
"2023","......3713 Ferrera",81,18,24,12,16,5,6
"2023","......3714 Rheinwald",571,107,204,72,84,60,44
"2023","......3715 Muntogna da Schons",369,53,106,69,60,45,36
"2023","- Aargau",716876,105730,220404,121404,167344,68370,33624
"2023",">> Bezirk Aarau",82395,13494,25356,13668,18756,7660,3461
"2023","......4001 Aarau",21863,4839,6918,3474,4324,1630,678
"2023","......4002 Biberstein",1621,196,648,267,336,100,74
"2023","......4003 Buchs (AG)",8265,1288,2316,1428,1968,920,345
"2023","......4004 Densbüren",752,97,288,129,160,40,38
"2023","......4005 Erlinsbach (AG)",4501,558,1546,714,1132,420,131
"2023","......4006 Gränichen",8518,1069,2766,1362,2124,820,377
"2023","......4007 Hirschthal",1749,234,570,348,384,155,58
"2023","......4008 Küttigen",6772,986,2234,1176,1576,580,220
"2023","......4009 Muhen",4065,480,1310,711,996,385,183
"2023","......4010 Oberentfelden",8784,1265,2568,1458,1980,965,548
"2023","......4012 Suhr",11104,1773,2932,1923,2748,1170,558
"2023","......4013 Unterentfelden",4401,709,1260,678,1028,475,251
"2023",">> Bezirk Baden",150382,23173,44836,26136,36108,13690,6439
"2023","......4021 Baden",20157,4061,6516,3609,4244,1250,477
"2023","......4022 Bellikon",1586,215,598,270,352,120,31
"2023","......4023 Bergdietikon",2919,368,954,525,704,260,108
"2023","......4024 Birmenstorf (AG)",3027,383,894,516,756,350,128
"2023","......4026 Ennetbaden",3640,607,1174,528,876,360,95
"2023","......4027 Fislisbach",5962,953,1902,987,1416,520,184
"2023","......4028 Freienwil",1105,93,334,186,376,60,56
"2023","......4029 Gebenstorf",5702,794,1896,840,1376,535,261
"2023","......4030 Killwangen",2233,243,624,432,540,230,164
"2023","......4031 Künten",1904,233,574,342,456,205,94
"2023","......4032 Mägenwil",2199,234,576,378,620,280,111
"2023","......4033 Mellingen",6100,899,1766,1065,1484,615,271
"2023","......4034 Neuenhof",8939,1303,2466,1515,2084,1030,541
"2023","......4035 Niederrohrdorf",4625,661,1556,780,1148,340,140
"2023","......4037 Oberrohrdorf",4209,586,1468,672,1052,340,91
"2023","......4038 Obersiggenthal",8757,1406,2446,1566,2124,735,480
"2023","......4039 Remetschwil",2105,209,704,402,536,170,84
"2023","......4040 Spreitenbach",12377,1700,2978,2262,2932,1570,935
"2023","......4041 Stetten (AG)",2479,258,740,459,684,225,113
"2023","......4042 Turgi",3129,615,900,615,608,245,146
"2023","......4044 Untersiggenthal",7472,1007,2220,1266,1816,835,328
"2023","......4045 Wettingen",21203,4046,6176,3669,4928,1710,674
"2023","......4046 Wohlenschwil",1860,245,534,339,436,180,126
"2023","......4047 Würenlingen",5059,646,1420,810,1432,450,301
"2023","......4048 Würenlos",6760,784,1954,1281,1860,595,286
"2023","......4049 Ehrendingen",4874,624,1466,822,1268,480,214
"2023",">> Bezirk Bremgarten",81928,11108,24770,14466,20340,7565,3679
"2023","......4061 Arni (AG)",1892,179,616,381,536,130,50
"2023","......4062 Berikon",4872,740,1442,909,1220,400,161
"2023","......4063 Bremgarten (AG)",8720,1563,2766,1449,1940,685,317
"2023","......4064 Büttikon",1138,108,384,156,336,80,74
"2023","......4065 Dottikon",4119,587,1208,723,948,430,223
"2023","......4066 Eggenwil",1024,106,358,150,252,60,98
"2023","......4067 Fischbach-Göslikon",1696,188,542,309,476,120,61
"2023","......4068 Hägglingen",2466,316,766,441,620,220,103
"2023","......4071 Jonen",2340,245,658,453,640,250,94
"2023","......4072 Niederwil (AG)",2992,326,962,597,676,260,171
"2023","......4073 Oberlunkhofen",2180,293,756,366,532,165,68
"2023","......4074 Oberwil-Lieli",2579,331,802,432,684,250,80
"2023","......4075 Rudolfstetten-Friedlisberg",4537,618,1312,840,1128,465,174
"2023","......4076 Sarmenstorf",3089,382,930,525,880,225,147
"2023","......4077 Tägerig",1525,150,430,234,436,190,85
"2023","......4078 Uezwil",548,69,178,90,136,50,25
"2023","......4079 Unterlunkhofen",1608,203,570,267,376,130,62
"2023","......4080 Villmergen",8024,1063,2156,1407,2088,850,460
"2023","......4081 Widen",3804,504,1280,645,892,390,93
"2023","......4082 Wohlen (AG)",17209,2447,4866,3051,4096,1790,959
"2023","......4083 Zufikon",4878,606,1606,870,1260,380,156
"2023","......4084 Islisberg",688,84,182,171,188,45,18
"2023",">> Bezirk Brugg",51687,7519,16236,8502,11748,5240,2442
"2023","......4091 Auenstein",1713,227,610,276,456,95,49
"2023","......4092 Birr",4678,497,1202,771,1140,700,368
"2023","......4093 Birrhard",920,121,340,162,176,70,51
"2023","......4095 Brugg",13073,2239,4066,2166,2684,1245,673
"2023","......4099 Habsburg",433,56,174,60,60,65,18
"2023","......4100 Hausen (AG)",3755,510,1204,669,844,380,148
"2023","......4104 Lupfig",3328,505,1030,579,756,330,128
"2023","......4105 Mandach",346,44,108,66,76,20,32
"2023","......4106 Mönthal",403,47,194,42,76,25,19
"2023","......4107 Mülligen",1070,148,330,189,296,60,47
"2023","......4110 Remigen",1376,204,478,195,300,150,49
"2023","......4111 Riniken",1551,195,508,237,360,195,56
"2023","......4112 Rüfenach",871,67,300,168,208,80,48
"2023","......4117 Thalheim (AG)",922,111,322,132,208,105,44
"2023","......4120 Veltheim (AG)",1548,185,468,291,412,135,57
"2023","......4121 Villigen",2125,324,730,324,464,200,83
"2023","......4122 Villnachern",1651,185,508,297,444,130,87
"2023","......4123 Windisch",7862,1280,2204,1299,1888,845,346
"2023","......4124 Bözberg",1661,225,636,240,328,165,67
"2023","......4125 Schinznach",2401,349,824,339,572,245,72
"2023",">> Bezirk Kulm",44926,6829,14286,7236,9188,4360,3027
"2023","......4131 Beinwil am See",3520,548,1258,564,752,285,113
"2023","......4132 Birrwil",1380,265,584,180,208,90,53
"2023","......4134 Dürrenäsch",1360,146,404,183,348,165,114
"2023","......4135 Gontenschwil",2142,340,774,354,388,200,86
"2023","......4136 Holziken",1711,258,588,282,344,135,104
"2023","......4137 Leimbach (AG)",511,45,184,90,124,55,13
"2023","......4138 Leutwil",746,89,258,123,144,95,37
"2023","......4139 Menziken",8159,1256,2344,1368,1784,805,602
"2023","......4140 Oberkulm",2943,407,912,495,584,340,205
"2023","......4141 Reinach (AG)",9353,1467,2658,1446,1816,1025,941
"2023","......4142 Schlossrued",862,110,296,141,156,100,59
"2023","......4143 Schmiedrued",1135,165,368,210,144,145,103
"2023","......4144 Schöftland",4463,797,1566,702,908,345,145
"2023","......4145 Teufenthal (AG)",1721,274,536,333,308,130,140
"2023","......4146 Unterkulm",3549,469,1110,558,832,310,270
"2023","......4147 Zetzwil",1371,193,446,207,348,135,42
"2023",">> Bezirk Laufenburg",36186,4926,11602,5841,8436,3525,1856
"2023","......4161 Eiken",2421,312,774,396,596,205,138
"2023","......4163 Frick",5666,828,1822,945,1236,550,285
"2023","......4164 Gansingen",1088,117,372,159,284,90,66
"2023","......4165 Gipf-Oberfrick",3844,533,1226,624,956,365,140
"2023","......4169 Kaisten",2921,408,1026,486,692,215,94
"2023","......4170 Laufenburg",3746,609,1100,555,864,430,188
"2023","......4172 Münchwilen (AG)",1060,158,322,213,236,85,46
"2023","......4173 Oberhof",573,76,146,81,140,105,25
"2023","......4175 Oeschgen",1170,152,348,204,304,105,57
"2023","......4176 Schwaderloch",719,96,232,117,160,60,54
"2023","......4177 Sisseln",1663,226,560,327,388,120,42
"2023","......4181 Wittnau",1398,159,462,228,340,155,54
"2023","......4182 Wölflinswil",1023,143,328,156,216,120,60
"2023","......4183 Zeihen",1270,144,386,186,348,130,76
"2023","......4184 Mettauertal",2136,299,830,285,412,195,115
"2023","......4185 Böztal",2867,369,894,426,564,360,254
"2023","......4186 Herznach-Ueken",2621,297,774,453,700,235,162
"2023",">> Bezirk Lenzburg",68179,9801,20996,11496,16556,6350,2980
"2023","......4191 Ammerswil",788,72,232,147,228,60,49
"2023","......4192 Boniswil",1740,267,604,291,400,135,43
"2023","......4193 Brunegg",905,109,278,159,220,95,44
"2023","......4194 Dintikon",2413,233,692,381,688,275,144
"2023","......4195 Egliswil",1539,226,492,255,404,100,62
"2023","......4196 Fahrwangen",2474,382,680,369,624,250,169
"2023","......4197 Hallwil",1005,178,324,180,192,95,36
"2023","......4198 Hendschiken",1339,189,414,240,372,85,39
"2023","......4199 Holderbank (AG)",1463,257,454,276,316,100,60
"2023","......4200 Hunzenschwil",4383,545,1222,771,1112,465,268
"2023","......4201 Lenzburg",11043,2174,3592,1794,2088,905,490
"2023","......4202 Meisterschwanden",3222,470,1300,555,624,205,68
"2023","......4203 Möriken-Wildegg",4755,603,1438,870,1264,395,185
"2023","......4204 Niederlenz",4846,561,1258,813,1376,555,283
"2023","......4205 Othmarsingen",3112,401,932,510,816,310,143
"2023","......4206 Rupperswil",5919,758,1736,996,1580,610,239
"2023","......4207 Schafisheim",3097,373,950,525,764,300,185
"2023","......4208 Seengen",4380,635,1376,744,1048,410,167
"2023","......4209 Seon",5493,766,1674,951,1340,505,257
"2023","......4210 Staufen",4263,602,1348,669,1100,495,49
"2023",">> Bezirk Muri",38727,5016,11356,6237,9856,4320,1942
"2023","......4221 Abtwil",1058,125,340,192,288,95,18
"2023","......4222 Aristau",1627,200,494,237,440,165,91
"2023","......4223 Auw",2260,234,546,363,652,305,160
"2023","......4224 Beinwil (Freiamt)",1269,167,360,204,304,155,79
"2023","......4226 Besenbüren",638,55,188,108,164,75,48
"2023","......4227 Bettwil",687,96,212,93,184,75,27
"2023","......4228 Boswil",3067,430,882,465,684,350,256
"2023","......4229 Bünzen",1212,180,324,186,336,115,71
"2023","......4230 Buttwil",1268,127,382,237,328,170,24
"2023","......4231 Dietwil",1438,201,384,237,380,155,81
"2023","......4232 Geltwil",232,19,56,48,60,30,19
"2023","......4233 Kallern",407,23,126,51,116,50,41
"2023","......4234 Merenschwand",3686,386,1012,573,1024,455,236
"2023","......4235 Mühlau",1325,198,366,219,344,120,78
"2023","......4236 Muri (AG)",8465,1354,2624,1314,2040,795,338
"2023","......4237 Oberrüti",1589,135,424,258,532,210,30
"2023","......4238 Rottenschwil",937,143,346,186,188,55,19
"2023","......4239 Sins",4424,533,1322,669,1076,600,224
"2023","......4240 Waltenschwil",3138,410,968,597,716,345,102
"2023",">> Bezirk Rheinfelden",48622,7161,15692,8757,11224,3985,1803
"2023","......4251 Hellikon",825,103,284,138,176,60,64
"2023","......4252 Kaiseraugst",5447,797,1628,993,1356,480,193
"2023","......4253 Magden",3842,441,1206,732,1084,310,69
"2023","......4254 Möhlin",11225,1407,3390,2091,2748,1080,509
"2023","......4255 Mumpf",1519,224,560,312,272,100,51
"2023","......4256 Obermumpf",1066,147,360,204,192,120,43
"2023","......4257 Olsberg",366,46,158,54,60,30,18
"2023","......4258 Rheinfelden",13574,2578,4434,2367,2788,1015,392
"2023","......4259 Schupfart",875,115,340,180,176,45,19
"2023","......4260 Stein (AG)",3408,554,1070,558,748,315,163
"2023","......4261 Wallbach",2069,262,722,354,572,110,49
"2023","......4262 Wegenstetten",995,125,368,147,204,85,66
"2023","......4263 Zeiningen",2521,267,874,471,648,155,106
"2023","......4264 Zuzgen",890,95,298,156,200,80,61
"2023",">> Bezirk Zofingen",76873,11413,23708,12915,17048,8065,3724
"2023","......4271 Aarburg",8778,1437,2642,1599,1712,920,468
"2023","......4273 Bottenwil",857,110,250,132,220,115,30
"2023","......4274 Brittnau",4211,522,1398,813,976,380,122
"2023","......4275 Kirchleerau",925,138,324,135,208,95,25
"2023","......4276 Kölliken",4956,649,1426,768,1160,685,268
"2023","......4277 Moosleerau",949,126,260,195,216,80,72
"2023","......4279 Murgenthal",3047,384,994,522,636,330,181
"2023","......4280 Oftringen",14881,2118,4174,2538,3484,1785,782
"2023","......4281 Reitnau",1607,179,514,270,308,250,86
"2023","......4282 Rothrist",9716,1221,2876,1617,2376,1080,546
"2023","......4283 Safenwil",4498,688,1486,681,992,365,286
"2023","......4284 Staffelbach",1334,200,442,261,268,120,43
"2023","......4285 Strengelbach",5007,799,1496,864,1156,515,177
"2023","......4286 Uerkheim",1417,195,506,213,316,120,67
"2023","......4287 Vordemwald",1975,221,740,285,428,235,66
"2023","......4288 Wiliberg",163,17,74,24,16,15,17
"2023","......4289 Zofingen",12552,2409,4106,1998,2576,975,488
"2023",">> Bezirk Zurzach",36971,5290,11566,6150,8084,3610,2271
"2023","......4303 Böttstein",4248,596,1362,630,848,475,337
"2023","......4304 Döttingen",4408,622,1342,777,896,435,336
"2023","......4305 Endingen",2681,334,776,435,680,310,146
"2023","......4306 Fisibach",584,60,172,87,172,55,38
"2023","......4307 Full-Reuenthal",988,103,288,156,248,130,63
"2023","......4309 Klingnau",3635,528,1186,552,844,345,180
"2023","......4310 Koblenz",1728,255,482,321,376,170,124
"2023","......4311 Leibstadt",1588,238,484,252,332,200,82
"2023","......4312 Lengnau (AG)",2912,320,830,546,748,310,158
"2023","......4313 Leuggern",2352,306,850,351,480,245,120
"2023","......4314 Mellikon",233,18,98,18,80,10,9
"2023","......4318 Schneisingen",1550,202,520,339,356,95,38
"2023","......4319 Siglistorf",709,106,262,99,144,45,53
"2023","......4320 Tegerfelden",1282,211,354,204,352,130,31
"2023","......4324 Zurzach",8073,1391,2560,1383,1528,655,556
"2023","- Thurgau",291330,44592,90050,48003,66592,27945,14148
"2023",">> Bezirk Arbon",60097,9826,18232,9768,13496,5590,3185
"2023","......4401 Arbon",15556,3125,4894,2535,3236,1270,496
"2023","......4406 Dozwil",718,77,202,126,176,80,57
"2023","......4411 Egnach",4970,542,1462,798,1228,570,370
"2023","......4416 Hefenhofen",1277,147,392,222,340,125,51
"2023","......4421 Horn",3088,633,1112,507,580,190,66
"2023","......4426 Kesswil",995,118,314,138,252,155,18
"2023","......4431 Roggwil (TG)",3356,347,954,567,924,370,194
"2023","......4436 Romanshorn",11528,2028,3396,1839,2576,905,784
"2023","......4441 Salmsach",1584,205,460,210,444,125,140
"2023","......4446 Sommeri",662,92,192,123,144,65,46
"2023","......4451 Uttwil",1899,268,626,348,364,210,83
"2023","......4461 Amriswil",14464,2244,4228,2355,3232,1525,880
"2023",">> Bezirk Frauenfeld",71498,11098,22886,11757,16276,6425,3056
"2023","......4536 Basadingen-Schlattingen",1840,196,594,342,456,125,127
"2023","......4545 Diessenhofen",4079,757,1250,660,872,360,180
"2023","......4546 Schlatt (TG)",1873,254,582,351,520,110,56
"2023","......4561 Felben-Wellhausen",3172,413,998,549,740,340,132
"2023","......4566 Frauenfeld",26165,4821,8256,4341,5752,2120,875
"2023","......4571 Gachnang",4560,563,1428,753,1140,480,196
"2023","......4590 Hüttlingen",884,90,308,153,196,95,42
"2023","......4591 Matzingen",3090,395,944,498,796,280,177
"2023","......4601 Neunforn",1110,138,432,159,212,125,44
"2023","......4606 Stettfurt",1243,120,374,177,352,170,50
"2023","......4611 Thundorf",1666,194,500,273,432,180,87
"2023","......4616 Uesslingen-Buch",1128,135,390,180,236,125,62
"2023","......4621 Warth-Weiningen",1444,171,504,207,372,110,80
"2023","......4801 Berlingen",920,195,342,135,176,40,32
"2023","......4806 Eschenz",1883,261,636,309,376,170,131
"2023","......4811 Herdern",1148,144,366,195,260,125,58
"2023","......4816 Homburg",1564,161,490,285,332,185,111
"2023","......4821 Hüttwilen",1749,212,590,261,372,210,104
"2023","......4826 Mammern",682,105,206,84,200,75,12
"2023","......4831 Müllheim",3245,433,1036,546,748,335,147
"2023","......4841 Pfyn",2263,260,722,399,556,230,96
"2023","......4864 Steckborn",3963,787,1354,624,800,270,128
"2023","......4871 Wagenhausen",1827,293,584,276,380,165,129
"2023",">> Bezirk Kreuzlingen",51526,8552,16052,9099,11288,4375,2160
"2023","......4641 Altnau",2345,311,696,417,608,250,63
"2023","......4643 Bottighofen",2679,368,944,519,572,220,56
"2023","......4646 Ermatingen",3749,598,1310,567,852,265,157
"2023","......4651 Gottlieben",339,62,116,75,64,15,7
"2023","......4656 Güttingen",1694,249,530,327,356,165,67
"2023","......4666 Kemmental",2775,294,848,471,696,285,181
"2023","......4671 Kreuzlingen",22923,4710,6876,4068,4496,1780,993
"2023","......4681 Langrickenbach",1473,166,424,267,356,205,55
"2023","......4683 Lengwil",1766,168,532,333,424,160,149
"2023","......4691 Münsterlingen",3465,549,1122,549,792,320,133
"2023","......4696 Tägerwilen",5283,672,1554,975,1448,455,179
"2023","......4701 Wäldi",1160,107,384,216,260,130,63
"2023","......4846 Raperswilen",425,54,154,63,96,25,33
"2023","......4851 Salenstein",1450,244,562,252,268,100,24
"2023",">> Bezirk Münchwilen",49579,6797,15292,7887,12016,5230,2357
"2023","......4551 Aadorf",9385,1338,3076,1386,2156,1025,404
"2023","......4716 Bettwiesen",1313,171,418,252,292,150,30
"2023","......4721 Bichelsee-Balterswil",3029,360,954,453,696,360,206
"2023","......4723 Braunau",858,89,296,153,208,75,37
"2023","......4724 Eschlikon",4849,689,1594,753,1128,485,200
"2023","......4726 Fischingen",2949,368,970,405,652,380,174
"2023","......4741 Lommis",1267,125,360,216,356,120,90
"2023","......4746 Münchwilen (TG)",5825,782,1630,951,1528,610,324
"2023","......4751 Rickenbach (TG)",3054,515,934,432,712,320,141
"2023","......4761 Sirnach",8020,1308,2392,1395,1908,710,307
"2023","......4776 Tobel-Tägerschen",1620,205,528,273,424,140,50
"2023","......4781 Wängi",4906,589,1418,816,1216,560,307
"2023","......4786 Wilen (TG)",2504,258,722,402,740,295,87
"2023",">> Bezirk Weinfelden",58630,8319,17588,9492,13516,6325,3390
"2023","......4471 Bischofszell",6207,1094,1796,1020,1424,600,273
"2023","......4476 Erlen",3896,415,1094,696,892,540,259
"2023","......4486 Hauptwil-Gottshaus",2047,250,596,351,432,230,188
"2023","......4495 Hohentannen",661,65,204,135,132,60,65
"2023","......4501 Kradolf-Schönenberg",3815,607,1158,615,832,345,258
"2023","......4506 Sulgen",4014,583,1190,621,860,465,295
"2023","......4511 Zihlschlacht-Sitterdorf",2591,307,754,462,604,325,139
"2023","......4711 Affeltrangen",2818,322,826,444,676,365,185
"2023","......4756 Schönholzerswilen",886,70,236,108,256,140,76
"2023","......4791 Wuppenau",1180,127,298,156,340,190,69
"2023","......4881 Amlikon-Bissegg",1370,144,502,216,316,140,52
"2023","......4891 Berg (TG)",3532,426,918,582,932,470,204
"2023","......4901 Birwinken",1379,165,434,204,304,140,132
"2023","......4911 Bürglen (TG)",4120,649,1354,687,856,400,174
"2023","......4921 Bussnang",2535,279,724,447,592,375,118
"2023","......4941 Märstetten",2926,392,924,486,716,265,143
"2023","......4946 Weinfelden",12018,2135,3746,1845,2668,1030,594
"2023","......4951 Wigoltingen",2635,289,834,417,684,245,166
"2023","- Ticino",351143,71271,101138,69954,74484,25410,8886
"2023",">> Distretto di Bellinzona",56749,10592,15812,11607,12664,4460,1614
"2023","......5001 Arbedo-Castione",5028,945,1376,1044,1200,350,113
"2023","......5002 Bellinzona",44054,8423,12268,8841,9756,3495,1271
"2023","......5003 Cadenazzo",3058,467,788,711,672,295,125
"2023","......5009 Isone",387,66,114,90,92,25,0
"2023","......5010 Lumino",1599,284,466,357,336,120,36
"2023","......5017 Sant'Antonino",2623,407,800,564,608,175,69
"2023",">> Distretto di Blenio",5495,1070,1586,1062,1200,405,172
"2023","......5048 Acquarossa",1794,359,536,327,372,140,60
"2023","......5049 Blenio",1673,344,526,330,288,130,55
"2023","......5050 Serravalle",2028,367,524,405,540,135,57
"2023",">> Distretto di Leventina",8488,1846,2520,1611,1604,660,247
"2023","......5061 Airolo",1430,359,372,291,252,130,26
"2023","......5063 Bedretto",94,36,38,15,0,5,0
"2023","......5064 Bodio",878,195,248,162,156,80,37
"2023","......5071 Dalpe",177,34,64,39,20,20,0
"2023","......5072 Faido",2690,574,874,507,508,165,62
"2023","......5073 Giornico",777,159,238,153,140,55,32
"2023","......5076 Personico",306,56,92,48,80,10,20
"2023","......5077 Pollegio",846,149,228,159,180,90,40
"2023","......5078 Prato (Leventina)",366,78,100,54,92,30,12
"2023","......5079 Quinto",924,206,266,183,176,75,18
"2023",">> Distretto di Locarno",63161,14025,19738,11754,12576,4005,1063
"2023","......5091 Ascona",5213,1393,1696,897,860,285,82
"2023","......5096 Brione sopra Minusio",438,101,162,93,56,20,6
"2023","......5097 Brissago",1579,428,596,219,232,85,19
"2023","......5108 Gordola",4747,781,1422,1023,1100,355,66
"2023","......5112 Lavertezzo",1197,183,288,249,300,130,47
"2023","......5113 Locarno",15916,4000,4866,2946,2944,920,240
"2023","......5115 Losone",6672,1317,1996,1374,1504,430,51
"2023","......5117 Mergoscia",201,35,78,42,28,10,8
"2023","......5118 Minusio",7206,1682,2254,1323,1436,390,121
"2023","......5120 Muralto",2520,831,794,378,384,100,33
"2023","......5121 Orselina",673,195,290,99,64,25,0
"2023","......5125 Ronco sopra Ascona",514,147,216,72,64,15,0
"2023","......5131 Tenero-Contra",3347,645,1028,567,732,250,125
"2023","......5136 Onsernone",628,161,244,96,84,25,18
"2023","......5138 Cugnasco-Gerra",2828,361,868,576,748,215,60
"2023","......5396 Terre di Pedemonte",2618,356,834,501,680,185,62
"2023","......5397 Centovalli",1073,246,382,168,200,65,12
"2023","......5398 Gambarogno",5023,966,1476,1017,1048,415,101
"2023","......5399 Verzasca",768,197,248,114,112,85,12
"2023",">> Distretto di Lugano",151640,30897,42644,30441,32316,11130,4212
"2023","......5141 Agno",4469,930,1340,930,928,250,91
"2023","......5143 Aranno",348,57,78,75,108,30,0
"2023","......5144 Arogno",937,178,266,186,164,100,43
"2023","......5146 Astano",315,69,108,57,56,25,0
"2023","......5148 Bedano",1481,175,340,348,476,95,47
"2023","......5149 Bedigliora",605,94,144,138,152,40,37
"2023","......5151 Bioggio",2736,467,836,612,560,185,76
"2023","......5154 Bissone",940,220,292,213,172,30,13
"2023","......5160 Brusino Arsizio",467,92,148,90,80,45,12
"2023","......5161 Cademario",778,117,210,159,216,40,36
"2023","......5162 Cadempino",1560,238,424,366,364,120,48
"2023","......5167 Canobbio",2369,452,668,516,552,130,51
"2023","......5171 Caslano",4286,834,1196,792,992,340,132
"2023","......5176 Comano",2143,291,562,417,568,250,55
"2023","......5180 Cureglia",1460,221,398,345,328,85,83
"2023","......5181 Curio",593,99,170,162,116,40,6
"2023","......5186 Grancia",450,72,116,117,92,40,13
"2023","......5187 Gravesano",1353,204,372,315,336,95,31
"2023","......5189 Lamone",1741,354,476,381,348,150,32
"2023","......5192 Lugano",62367,14565,17606,12030,12412,4190,1564
"2023","......5193 Magliaso",1588,280,470,324,412,90,12
"2023","......5194 Manno",1327,186,348,300,360,115,18
"2023","......5196 Massagno",6518,1552,1852,1182,1292,430,210
"2023","......5198 Melide",1748,371,552,360,328,105,32
"2023","......5199 Mezzovico-Vira",1361,174,338,309,376,145,19
"2023","......5200 Miglieglia",297,42,94,63,52,40,6
"2023","......5203 Morcote",695,180,252,129,92,30,12
"2023","......5205 Muzzano",783,123,262,129,192,65,12
"2023","......5206 Neggio",314,62,76,69,72,20,15
"2023","......5207 Novaggio",822,164,234,150,164,80,30
"2023","......5208 Origlio",1516,177,374,297,404,180,84
"2023","......5210 Paradiso",4672,1325,1302,915,700,280,150
"2023","......5212 Ponte Capriasca",1904,264,476,390,492,220,62
"2023","......5214 Porza",1632,286,458,375,400,95,18
"2023","......5216 Pura",1342,208,384,294,312,130,14
"2023","......5221 Savosa",2211,415,604,441,468,210,73
"2023","......5225 Sorengo",1892,365,484,315,500,145,83
"2023","......5226 Capriasca",6652,1067,1820,1407,1492,670,196
"2023","......5227 Torricella-Taverne",3041,393,886,651,724,260,127
"2023","......5230 Vernate",630,114,174,129,156,45,12
"2023","......5231 Vezia",2019,416,504,357,496,190,56
"2023","......5233 Vico Morcote",405,93,118,66,84,25,19
"2023","......5236 Collina d'Oro",4841,700,1338,1080,1100,430,193
"2023","......5237 Alto Malcantone",1381,255,420,270,292,95,49
"2023","......5238 Monteceneri",4611,714,1276,951,1164,350,156
"2023","......5239 Tresa",3075,697,934,606,528,200,110
"2023","......5240 Val Mara",2965,545,864,633,644,205,74
"2023",">> Distretto di Mendrisio",49440,10096,14412,10215,10300,3270,1147
"2023","......5242 Balerna",3267,781,924,699,600,195,68
"2023","......5249 Castel San Pietro",2199,343,644,432,532,190,58
"2023","......5250 Chiasso",7300,2160,2062,1284,1116,500,178
"2023","......5251 Coldrerio",2805,502,912,609,592,160,30
"2023","......5254 Mendrisio",14841,3163,4372,3024,3012,970,300
"2023","......5257 Morbio Inferiore",4351,738,1264,891,984,325,149
"2023","......5260 Novazzano",2307,364,710,522,560,90,61
"2023","......5263 Riva San Vitale",2632,476,756,567,560,225,48
"2023","......5266 Stabio",4423,646,1166,1038,1184,285,104
"2023","......5268 Vacallo",3418,610,1016,762,736,205,89
"2023","......5269 Breggia",1897,313,586,387,424,125,62
"2023",">> Distretto di Riviera",10264,1672,2810,2043,2504,935,300
"2023","......5281 Biasca",6039,1030,1676,1143,1460,545,185
"2023","......5287 Riviera",4225,642,1134,900,1044,390,115
"2023",">> Distretto di Vallemaggia",5906,1073,1616,1221,1320,545,131
"2023","......5304 Bosco/Gurin",53,22,8,9,4,10,0
"2023","......5307 Campo (Vallemaggia)",49,18,14,9,0,0,8
"2023","......5309 Cerentino",37,19,12,0,0,0,6
"2023","......5310 Cevio",1080,238,304,177,228,115,18
"2023","......5315 Linescio",40,17,14,9,0,0,0
"2023","......5317 Maggia",2629,469,736,582,580,200,62
"2023","......5323 Lavizzara",477,82,156,72,80,75,12
"2023","......5324 Avegno Gordevio",1541,208,372,363,428,145,25
"2023","- Vaud",826765,144071,221160,159645,194988,74075,32826
"2023",">> District d'Aigle",46825,8332,12726,8469,10276,4690,2332
"2023","......5401 Aigle",11255,2026,2850,2121,2284,1320,654
"2023","......5402 Bex",8388,1508,2158,1407,1876,865,574
"2023","......5403 Chessel",509,88,142,96,96,60,27
"2023","......5404 Corbeyrier",439,81,166,66,80,40,6
"2023","......5405 Gryon",1470,280,450,270,316,130,24
"2023","......5406 Lavey-Morcles",1018,181,278,177,212,110,60
"2023","......5407 Leysin",2706,636,790,456,556,190,78
"2023","......5408 Noville",1170,128,304,246,324,90,78
"2023","......5409 Ollon",7300,1236,2150,1356,1664,655,239
"2023","......5410 Ormont-Dessous",1209,259,378,180,228,125,39
"2023","......5411 Ormont-Dessus",1403,338,472,213,260,90,30
"2023","......5412 Rennaz",927,166,268,153,204,95,41
"2023","......5413 Roche (VD)",1935,268,466,384,492,220,105
"2023","......5414 Villeneuve (VD)",5997,972,1524,1143,1396,615,347
"2023","......5415 Yvorne",1099,165,330,201,288,85,30
"2023",">> District de la Broye-Vully",46524,6988,11934,8415,11044,5185,2958
"2023","......5451 Avenches",4710,778,1290,900,1036,490,216
"2023","......5456 Cudrefin",1869,244,568,360,484,155,58
"2023","......5458 Faoug",901,155,302,96,204,100,44
"2023","......5464 Vully-les-Lacs",3569,528,1150,663,800,290,138
"2023","......5663 Bussy-sur-Moudon",246,31,72,39,72,20,12
"2023","......5665 Chavannes-sur-Moudon",234,30,54,36,64,50,0
"2023","......5669 Curtilles",304,44,86,66,72,30,6
"2023","......5671 Dompierre (VD)",251,29,68,39,72,30,13
"2023","......5673 Hermenches",358,34,94,87,92,45,6
"2023","......5674 Lovatens",140,20,48,30,36,0,6
"2023","......5675 Lucens",4544,683,1078,807,1136,510,330
"2023","......5678 Moudon",6286,902,1346,1113,1512,805,608
"2023","......5683 Prévonloup",226,32,58,36,84,10,6
